pedidos,casos,id_general,estado,organismo_informante,nro_de_expediente_interno,forma_del_pedido,punto_de_ingreso,sector_al_que_se_dirige_la_solicitud,isodatetime_fecha_de_recepcion_de_la_solicitud_por_el_organismo,fecha_de_recepcion_de_la_solicitud_por_el_organismo,isodatetime_fecha_de_recepcion_de_la_solicitud_por_el_enlace,fecha_de_recepcion_de_la_solicitud_por_el_enlace,perfil_del_solicitante,sintesis_de_la_solicitud,rubro_de_solicitud_de_informacion,sector_al_que_derivo_el_enlace_dentro_del_organismo,plazo_en_el_que_se_contesto_la_solicitud,forma_de_aviso_de_uso_de_la_prorroga_al_solicitante,condicion_de_respuesta,isodatetime_fecha_de_la_respuesta,fecha_de_la_respuesta,cargo_del_funcionario_que_firma_la_entrega_de_la_informacion
236.0,324,JGM-023/2015,Cerrado en plazo,Jefatura de Gabinete,EXP-JGM:0022803/2015,Nota,Mesa General de entradas,Jefatura de Gabinete de Ministros,2015-04-22T00:00:00-03:00,4/22/2015,2015-04-22T00:00:00-03:00,4/22/2015,Particular,Información Publicidad del ANSES,Publicidad Oficial,Sec. de Comunicación Pública,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-05-20T00:00:00-03:00,20/05/2015,Sec. De Comunicación Pública
237.0,325,JGM-024/2015,Cerrado en plazo,Jefatura de Gabinete,EXP-JGM:0022804/2015,Nota,Mesa General de entradas,Jefatura de Gabinete de Ministros,2015-04-22T00:00:00-03:00,4/22/2015,2015-04-22T00:00:00-03:00,4/22/2015,Particular,Información Publicidad en AFIP,Publicidad Oficial,Sec. de Comunicación Pública,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-05-20T00:00:00-03:00,20/05/2015,Sec. De Comunicación Pública
238.0,326,JGM-025/2015,Cerrado en plazo,Jefatura de Gabinete,EXP-JGM:0022806/2015,Nota,Mesa General de entradas,Jefatura de Gabinete de Ministros,2015-04-22T00:00:00-03:00,4/22/2015,2015-04-22T00:00:00-03:00,4/22/2015,Particular,Información Publicidad de  Aerolíneas Argentinas,Publicidad Oficial,Sec. de Comunicación Pública,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-05-20T00:00:00-03:00,20/05/2015,Sec. De Comunicación Pública
239.0,327,JGM-026/2015,Cerrado en plazo,Jefatura de Gabinete,EXP-JGM:0023823/2015,Nota,Mesa General de entradas,Jefatura de Gabinete de Ministros,2015-04-24T00:00:00-03:00,4/24/2015,2015-04-24T00:00:00-03:00,4/24/2015,Particular,Documentación sobre situación Previsional,Políticas de Recursos Humanos,Ss. de Gestion y Empleo Publico,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-05-30T00:00:00-03:00,30/05/2015,Ss. De Gestion Y Empleo Publico
240.0,328,JGM-027/2015,Cerrado en plazo,Jefatura de Gabinete,EXP-JGM:0025612/2015,Nota,Mesa General de entradas,Jefatura de Gabinete de Ministros,2015-04-30T00:00:00-03:00,4/30/2015,2015-04-30T00:00:00-03:00,4/30/2015,Particular,Pauta Publicitaria,Publicidad Oficial,Futbol Para Todos,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-05-30T00:00:00-03:00,30/05/2015,Futbol para Todos
241.0,329,JGM-028/2015,Cerrado en plazo,Jefatura de Gabinete,EXP-JGM:0026271/2015,Nota,Mesa General de entradas,Jefatura de Gabinete de Ministros,2015-05-05T00:00:00-03:00,5/5/2015,2015-05-11T00:00:00-03:00,5/11/2015,Organización Social Comunitaria,Temas relacionados con GradaParques,Otros ,,,,Derivada a otro organismo,,,
242.0,330,JGM-029/2015,Cerrado en plazo,Jefatura de Gabinete,EXP-JGM:0026634/2015,Nota,Mesa General de entradas,Jefatura de Gabinete de Ministros,2015-05-06T00:00:00-03:00,5/6/2015,2015-05-06T00:00:00-03:00,5/6/2015,Particular,Temas relacionados con Futbol ára Todos,Publicidad Oficial,Futbol Para Todos,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-05-20T00:00:00-03:00,20/05/2015,Futbol para Todos
243.0,331,MI 27,Abierto,Ministerio del Interior,CUDAP S02 1732/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-01-06T00:00:00-03:00,1/6/2015,2015-01-06T00:00:00-03:00,1/6/2015,Organización Social Comunitaria,EXP. S02 99314/14,Normativa/ documentos oficiales,,Aún no se contestó,,Pendiente,,,
244.0,332,MI 28,Cerrado en plazo,Ministerio del Interior,CUDAP S02 6157/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-01-14T00:00:00-03:00,1/14/2015,2015-01-14T00:00:00-03:00,1/14/2015,Particular,OPERADOR FERROVIARIO,Otros ,Sec. de Transporte,En el plazo de 10 días,Por carta,Brindó la información,2015-01-28T00:00:00-03:00,28/01/2015,Enlace 1172/2003
245.0,333,MI 29,Cerrado fuera de plazo,Ministerio del Interior,CUDAP S02 6173/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-01-14T00:00:00-03:00,1/14/2015,2015-01-14T00:00:00-03:00,1/14/2015,Particular,REDUCCION DE FREC.ROCA,Implementación de políticas públicas,Sec. de Transporte,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-02-03T00:00:00-03:00,03/02/2015,Enlace 1172/2003
246.0,334,MI 30,Cerrado fuera de plazo,Ministerio del Interior,CUDAP S02  6177/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-01-14T00:00:00-03:00,1/14/2015,2015-01-14T00:00:00-03:00,1/14/2015,Particular,OP.FERROV.AREA MET.,Implementación de políticas públicas,Sec. de Transporte,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-01-29T00:00:00-03:00,29/01/2015,Enlace 1172/2003
247.0,335,MI 31,Abierto,Ministerio del Interior,CUDAP S02 15513/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-02-06T00:00:00-03:00,2/6/2015,2015-02-06T00:00:00-03:00,2/6/2015,Organización Social Comunitaria,RECORRIDO COL.INC.SUBE,Implementación de políticas públicas,Nacion Servicios S.A.,Aún no se contestó,,Pendiente,,,
248.0,336,MI 32,Cerrado en plazo,Ministerio del Interior,CUDAP S02 17776/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-02-12T00:00:00-03:00,2/12/2015,2015-02-12T00:00:00-03:00,2/12/2015,Organización Social Comunitaria,INFORMACION,"Información Estadística, Informes, Estudios e Investigaciones Oficiales",S.O.F.S.E.,En el plazo de 10 días,,Derivada a otro organismo,,,
249.0,337,MI 33,Cerrado en plazo,Ministerio del Interior,CUDAP S02 19251/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-02-18T00:00:00-03:00,2/18/2015,2015-02-18T00:00:00-03:00,2/18/2015,Organización Social Comunitaria,SERV.POSADAS-ENCARNACION,Implementación de políticas públicas,S.O.F.S.E.,En el plazo de 10 días,,Derivada a otro organismo,,,
250.0,338,MI 34,Cerrado fuera de plazo,Ministerio del Interior,CUDAP S02  26480/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-03-02T00:00:00-03:00,3/2/2015,2015-03-05T00:00:00-03:00,3/5/2015,Organización Social Comunitaria,CONV.ENTRE GOB. LA UBA,Normativa/ documentos oficiales,D.G.G.E.,"Se contestó, pero luego de los 20 días",,Brindó la información,2015-04-28T00:00:00-03:00,28/04/2015,
251.0,339,MI 35,Cerrado en plazo,Ministerio del Interior,CUDAP S02 26517/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-03-05T00:00:00-03:00,3/5/2015,2015-03-05T00:00:00-03:00,3/5/2015,Organización Social Comunitaria,PLANOS VIAS TREN BELGRANO,Normativa/ documentos oficiales,A.D.I.F.,En el plazo de 10 días,,Derivada a otro organismo,,,
252.0,340,MI 36,Cerrado en plazo,Ministerio del Interior,CUDAP S02 26519/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-03-05T00:00:00-03:00,3/5/2015,2015-03-05T00:00:00-03:00,3/5/2015,Organización Social Comunitaria,PLANOS CIUDAD DE POSADAS,Normativa/ documentos oficiales,Belgrano Cargas y Logistica Sociedad Anonima,En el plazo de 10 días,,Derivada a otro organismo,,,
253.0,341,MI 37,Cerrado en plazo,Ministerio del Interior,CUDAP S02 27190/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-03-06T00:00:00-03:00,3/6/2015,2015-03-06T00:00:00-03:00,3/6/2015,Organización Social Comunitaria,COPIA DEL PERMISO DEL  USO DEL PREDIO EN AV. ANTARTIDA AL LADO DE  LA TERMINAL BUQUEBUS,Normativa/ documentos oficiales,,En el plazo de 10 días,,Derivada a otro organismo,,,
254.0,342,MI 38,Abierto,Ministerio del Interior,CUDAP S02 30312/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-03-12T00:00:00-03:00,3/12/2015,2015-03-13T00:00:00-03:00,3/13/2015,Particular,ZONA DE DESASTER CORDOBA,Información político - institucional,,Aún no se contestó,,Pendiente,,,
255.0,343,MI 39,Cerrado en plazo,Ministerio del Interior,CUDAP S02 33270/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-03-20T00:00:00-03:00,3/20/2015,2015-03-20T00:00:00-03:00,3/20/2015,Organización Social Comunitaria,LIC.TERMINAL 5 DEL PUERTO,Normativa/ documentos oficiales,A.G.P.,En el plazo de 10 días,,Derivada a otro organismo,,,
256.0,344,MI 40,Cerrado en plazo,Ministerio del Interior,CUDAP S02 36554/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-03-26T00:00:00-03:00,3/26/2015,2015-04-01T00:00:00-03:00,4/1/2015,Particular,ESTADO ACT.VIAS RAMAL BAHIA BLANCA-ZAPALA,"Información Estadística, Informes, Estudios e Investigaciones Oficiales",S.O.F.S.E.,En el plazo de 10 días,,Derivada a otro organismo,,,
257.0,345,MI 41,Cerrado en plazo,Ministerio del Interior,CUDAP S02 36562/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-03-26T00:00:00-03:00,3/26/2015,2015-04-01T00:00:00-03:00,4/1/2015,Particular,TRANSF.DE SERV.FERRV.,Información político - institucional,S.O.F.S.E.,En el plazo de 10 días,,Derivada a otro organismo,,,
258.0,346,MI 42,Cerrado en plazo,Ministerio del Interior,CUDAP S02 36569/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-03-26T00:00:00-03:00,3/26/2015,2015-04-01T00:00:00-03:00,4/1/2015,Particular,OBRAS DE REAB.AERODROMO JACOBACCI.,Asignación de presupuesto,A.N.A.C.,En el plazo de 10 días,,Derivada a otro organismo,,,
259.0,347,MI 43,Cerrado en plazo,Ministerio del Interior,CUDAP S02 36572/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-03-26T00:00:00-03:00,3/26/2015,2015-04-01T00:00:00-03:00,4/1/2015,Particular,SERV.FERROV.BS AS-BARILOCHE,Implementación de políticas públicas,S.O.F.S.E.,En el plazo de 10 días,,Derivada a otro organismo,,,
260.0,348,MI 44,Cerrado en plazo,Ministerio del Interior,CUDAP S02 36576/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-03-26T00:00:00-03:00,3/26/2015,2015-04-01T00:00:00-03:00,4/1/2015,Particular,NORMAT.DE ACCES.TRANSPORTE DE LARGA DISTANCIA,Normativa/ documentos oficiales,C.N.R.T.,En el plazo de 10 días,,Derivada a otro organismo,,,
261.0,349,MI 45,Cerrado en plazo,Ministerio del Interior,CUDAP S02 36578/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-03-26T00:00:00-03:00,3/26/2015,2015-04-01T00:00:00-03:00,4/1/2015,Particular,FISCAL.ANAC .SIERRA GRANDE,Otros ,A.N.A.C.,En el plazo de 10 días,,Derivada a otro organismo,,,
262.0,350,MI 46,Cerrado en plazo,Ministerio del Interior,CUDAP S02 39851/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-04-09T00:00:00-03:00,4/9/2015,2015-04-09T00:00:00-03:00,4/9/2015,Particular,ASIG.PRES.A EMPRESAS,Asignación de presupuesto,Direccion de Analisis y Segumiento Presupuestario del Transporte,En el plazo de 10 días,,Brindó la información,2015-04-16T00:00:00-03:00,16/04/2015,
263.0,351,MI 47,Cerrado fuera de plazo,Ministerio del Interior,CUDAP S02: 40255/15,Nota,Mesa General de entradas,Ministerio del Interior,2015-04-10T00:00:00-03:00,4/10/2015,2015-04-10T00:00:00-03:00,4/10/2015,Particular,FLOTA LINEA MITRE,Implementación de políticas públicas,,"Se contestó, pero luego de los 20 días",,Brindó la información,,,
264.0,352,MI 48,Cerrado en plazo,Ministerio del Interior,CUDAP S02 50149/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-05-04T00:00:00-03:00,5/4/2015,2015-05-04T00:00:00-03:00,5/4/2015,Particular,DESTINO DE LA ESTACION TERMINAL DE OMNIBUS DE RETIRO.,Implementación de políticas públicas,Sec. de Transporte,En el plazo máximo de 20 días,Por carta,Brindó la información,,,
265.0,353,MI 49,Cerrado en plazo,Ministerio del Interior,CUDAP S02 50762/2015 ,Nota,Mesa General de entradas,Ministerio del Interior,2015-05-05T00:00:00-03:00,5/5/2015,2015-05-05T00:00:00-03:00,5/5/2015,Particular,PRESUPUESTO INVERTIDO EN EL TRANSPORTE PUBLICO DE LA CIUDAD DE BUENOS AIRES.,Implementación de políticas públicas,Sec. de Transporte,En el plazo máximo de 20 días,Por carta,Brindó la información,,,
266.0,354,MI 50,Cerrado en plazo,Ministerio del Interior,CUDAP S02 50763/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-05-05T00:00:00-03:00,5/5/2015,2015-05-05T00:00:00-03:00,5/5/2015,Particular,PROY.FERROC.EN ECONOMIAS REG.,Implementación de políticas públicas,S.O.F.S.E.,En el plazo de 10 días,,Derivada a otro organismo,,,
267.0,355,MI 51,Cerrado en plazo,Ministerio del Interior,CUDAP S02 50767/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-05-05T00:00:00-03:00,5/5/2015,2015-05-06T00:00:00-03:00,5/6/2015,Particular,"SUBSIDIOS OTORGADOS AL TRANSPORTE PUBLICO DURANTE LOS AÑOS 2012,13 Y 14, CANTIDAD DE USUARIOS BENEFICIADOS Y MONTO PRESUPUESTADO PARA EL 2015. ",Implementación de políticas públicas,Sec. de Transporte,En el plazo máximo de 20 días,,Brindó la información,,,
268.0,356,MI 52,Cerrado en plazo,Ministerio del Interior,CUDAP S02 51050/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-05-06T00:00:00-03:00,5/6/2015,2015-05-06T00:00:00-03:00,5/6/2015,Particular,DNI TRAMIT.Y ENT.EN AVELLANEDA,Información político - institucional,ReNaPer,En el plazo de 10 días,,Derivada a otro organismo,,,
269.0,357,MI 53,Cerrado en plazo,Ministerio del Interior,CUDAP S02 53101/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-05-06T00:00:00-03:00,5/6/2015,2015-05-11T00:00:00-03:00,5/11/2015,Particular,PROYECTO FAC.INGENIERIA,Información político - institucional,S.O.F.S.E.,En el plazo de 10 días,,Derivada a otro organismo,,,
270.0,358,MI 54,Cerrado en plazo,Ministerio del Interior,CUDAP S02 54249/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-05-13T00:00:00-03:00,5/13/2015,2015-05-13T00:00:00-03:00,5/13/2015,Particular,LINEA FERROV.AREA MET.,Implementación de políticas públicas,S.O.F.S.E.,,,Derivada a otro organismo,,,
271.0,359,MI 55,Cerrado en plazo,Ministerio del Interior,CUDAP S02 55129/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-05-15T00:00:00-03:00,5/15/2015,2015-05-15T00:00:00-03:00,5/15/2015,Particular,TRENES BELGRANO NORTE,Implementación de políticas públicas,A.D.I.F.,,,Derivada a otro organismo,,,
272.0,360,MI 56,Cerrado en plazo,Ministerio del Interior,CUDAP S02 57350/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-05-20T00:00:00-03:00,5/20/2015,2015-05-20T00:00:00-03:00,5/20/2015,Particular,"INICIATIVA,INVERSION,SUBSIDIO,NUEVOS EMPLEOS,UNIDADES,FRANJAS HORARIAS Y REQUISITOS A CHOFERES RELACIONADOS CON EL SERVICIO DE TRANSPORTE ARBUS.",Información político - institucional,M. de Economia y Finanzas Publicas,En el plazo de 10 días,Por mail,Derivada a otro organismo,,,
273.0,361,MI 57,Cerrado en plazo,Ministerio del Interior,CUDAP S02 66659/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-06-16T00:00:00-03:00,6/16/2015,2015-06-16T00:00:00-03:00,6/16/2015,Particular,"Impresión,cantidad,categorías de boletas, imprentas contratadas y bajo que proceso fueron seleccionadas.","Contrataciones, licitaciones y concesiones públicas",,En el plazo de 10 días,Por carta,Derivada a otro organismo,,,
274.0,362,MI 58,Cerrado fuera de plazo,Ministerio del Interior,CUDAP S02 68486/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-06-22T00:00:00-03:00,6/22/2015,2015-06-22T00:00:00-03:00,6/22/2015,Particular,,,,"Se contestó, pero luego de los 20 días",,Brindó la información,,,
275.0,363,MI 59,Cerrado en plazo,Ministerio del Interior,CUDAP S02 80617/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-07-15T00:00:00-03:00,7/15/2015,2015-07-15T00:00:00-03:00,7/15/2015,Particular,PROYECTO HIDROELECTRICO PORTEZUELO DEL VIENTO,Implementación de políticas públicas,Secretaria de Provincias,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-08-06T00:00:00-03:00,06/08/2015,
276.0,364,MI 60,Abierto,Ministerio del Interior,CUDAP S02 86467/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-08-05T00:00:00-03:00,8/5/2015,2015-08-05T00:00:00-03:00,8/5/2015,Particular,,,,,,Pendiente,,,
277.0,365,MI 61,Cerrado en plazo,Ministerio del Interior,CUDAP S02 91807/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-08-18T00:00:00-03:00,8/18/2015,2015-08-18T00:00:00-03:00,8/18/2015,Particular,,,Sec. de Transporte,En el plazo máximo de 20 días,Por carta,Brindó la información,,,
278.0,366,MI 62,Abierto,Ministerio del Interior,CUDAP S02 101048/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-09-14T00:00:00-03:00,9/14/2015,2015-09-15T00:00:00-03:00,9/15/2015,Particular,"CANTIDAD DE UNIDADES DE COLECTIVOS DE LARGA DISTANCIA HAY EN  CAP.FED., EMPRESAS, MODELOS, DE QUE AÑO Y CATEGORIA DE SERVICIOS.",Información político - institucional,Sec. de Transporte,,,Pendiente,,,
279.0,367,MI 63,Abierto,Ministerio del Interior,CUDAP S02 104551/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-09-25T00:00:00-03:00,9/25/2015,2015-09-28T00:00:00-03:00,9/28/2015,Particular,INFORMACION RELACIONADA CON EL CIERRE DE LA ESTACION SCALABRINI ORTIZ DEL FERROCARRIL BELGRANO NORTE,Implementación de políticas públicas,S.O.F.S.E.,,,Pendiente,,,
280.0,368,MI 64,Abierto,Ministerio del Interior,CUDAP S02 106366/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-10-02T00:00:00-03:00,10/2/2015,2015-10-02T00:00:00-03:00,10/2/2015,Particular,VISTA Y COPIA DEL EXPEDIENTE N° 21902/2015,Normativa/ documentos oficiales,Sec. de Transporte,,,Pendiente,,,
281.0,369,MI 65 ,Abierto,Ministerio del Interior,CUDAP S02 106367/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-10-02T00:00:00-03:00,10/2/2015,2015-10-02T00:00:00-03:00,10/2/2015,Particular,"ACYTRANS ahora A.C.TRANS, la cual es una Ong, que brindaria servicios de direccion y control de destino de los fondos del S.U.B.E., entre otros.","Contrataciones, licitaciones y concesiones públicas",,,Por carta,Pendiente,,,
282.0,370,MI 66,Abierto,Ministerio del Interior,CUDAP S02 112463/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-10-20T00:00:00-03:00,10/20/2015,2015-10-21T00:00:00-03:00,10/21/2015,Particular,TARIFA TOQUE DE DARSENA ESTACION TERMINAL DE OMNIBUS DE RETIRO,"Contrataciones, licitaciones y concesiones públicas",Sec. de Transporte,,,Pendiente,,,
283.0,371,MI 67,Abierto,Ministerio del Interior,CUDAP S02 112475/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-10-20T00:00:00-03:00,10/20/2015,2015-10-21T00:00:00-03:00,10/21/2015,Particular,INFORMAR LINEA DE COLECTIVO Y NUMERO DE INTERNO EN EL CUAL SE TRASLADO EL SEÑOR RUBEN DARIO ACOSTA,Información político - institucional,,,,Pendiente,,Err:504,
284.0,372,MI 68,Abierto,Ministerio del Interior,CUDAP S02 114266/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-10-26T00:00:00-03:00,10/26/2015,2015-10-26T00:00:00-03:00,10/26/2015,Particular,,,Sec. de Transporte,,,Pendiente,,,
285.0,373,MI 69,Abierto,Ministerio del Interior,CUDAP S02 115179/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-10-28T00:00:00-03:00,10/28/2015,2015-10-28T00:00:00-03:00,10/28/2015,Particular,"PRESUPUESTO PARA LA COMPRA DE NUEVAS FORMACIONES DE FERROCARRIL PARA LAS LINEAS MITRE,SARMIENTO,SAN MARTIN Y ROCA PARA EL AÑO 2014.",Asignación de presupuesto,,,,Pendiente,,,
286.0,374,MI 70,Abierto,Ministerio del Interior,CUDAP S02 117554/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-11-05T00:00:00-03:00,11/5/2015,2015-11-05T00:00:00-03:00,11/5/2015,Particular,TARJETAS SUBE EMITIDAS AÑO 2009 EN PROVINCIAS Y CABS Y LISTADO DE PROVINCIAS QUE CUENTAN CON SUBE ,Información político - institucional,,,,Pendiente,,,
287.0,375,MI 71,Abierto,Ministerio del Interior,CUDAP S02 119359/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-11-11T00:00:00-03:00,11/11/2015,2015-11-12T00:00:00-03:00,11/12/2015,Particular,,,S.O.F.S.E.,,,Pendiente,,,
288.0,376,MI 72,Abierto,Ministerio del Interior,CUDAP S02 119710/2015,Nota,Mesa General de entradas,Ministerio del Interior,2015-11-12T00:00:00-03:00,11/12/2015,2015-11-12T00:00:00-03:00,11/12/2015,Particular,"MEDICIONES DE NIVEL DE RUIDO,VIBRACIONES,OBRAS ANUNCIADAS Y SU IMPACTO EN LA CONTAMINACION SONORA.","Información Estadística, Informes, Estudios e Investigaciones Oficiales",Sec. de Transporte,,,Pendiente,,,
289.0,377,MRE,Cerrado en plazo,Ministerio de Relaciones Exteriores y Comercio Intern. y Culto,EXPE-MRE:3456/2015,Nota,Mesa General de entradas,M. de Relaciones Exteriores Comercio Internacional y Culto,2015-01-29T00:00:00-03:00,1/29/2015,2015-01-29T00:00:00-03:00,1/29/2015,Medios de comunicación,"Se solicita se informen los gastos en viáticos del canciller Héctor Timerman durante el año 2014 ( destino, dias en el lugar y fechas).",Políticas de Recursos Humanos,Sec. de Coord. y Coop. Internacional,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-03-02T00:00:00-03:00,02/03/2015,Sec. De Coord. Y Coop. Internacional
290.0,378,MRE,Cerrado en plazo,Ministerio de Relaciones Exteriores y Comercio Intern. y Culto,EXPE-MRE:3457/2015,Nota,Mesa General de entradas,M. de Relaciones Exteriores Comercio Internacional y Culto,2015-01-29T00:00:00-03:00,1/29/2015,2015-01-29T00:00:00-03:00,1/29/2015,Medios de comunicación,"Se solicita se informen las auditorias de gastos realizadas durante 2012, 2013 y 2014 en las embajadas de Mexico, Venezuela, China, Estados Unidos, Japon y Gran Bretaña.","Control, Auditoría, Denuncias",Sec. de Coord. y Coop. Internacional,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-02-27T00:00:00-03:00,27/02/2015,Sec. De Coord. Y Coop. Internacional
291.0,379,MRE,Cerrado en plazo,Ministerio de Relaciones Exteriores y Comercio Intern. y Culto,EXPE-MRE:3462/2015,Nota,Mesa General de entradas,M. de Relaciones Exteriores Comercio Internacional y Culto,2015-01-29T00:00:00-03:00,1/29/2015,2015-01-29T00:00:00-03:00,1/29/2015,Medios de comunicación,Se solicita se informen las actividades realizadas en el marco de las obras de remodelaciones en diferentes representaciones argentinas en el exterior.,"Contrataciones, licitaciones y concesiones públicas",Sec. de Coord. y Coop. Internacional,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-03-02T00:00:00-03:00,02/03/2015,Sec. De Coord. Y Coop. Internacional
292.0,380,MRE,Cerrado en plazo,Ministerio de Relaciones Exteriores y Comercio Intern. y Culto,EXPE-MRE:3466/2015,Nota,Mesa General de entradas,M. de Relaciones Exteriores Comercio Internacional y Culto,2015-01-29T00:00:00-03:00,1/29/2015,2015-01-29T00:00:00-03:00,1/29/2015,Medios de comunicación,"Se solicita se informen el listado de actividades realizadas por la Agregaduría Economica de la embajada argentina en Italia durante el año 2014. Aimismo, copia de todos los acuerdos y/o convenios firmados por  esta agregaduría en el año 2014.",Implementación de políticas públicas,Sec. de Coord. y Coop. Internacional,En el plazo de 10 días,Por carta,Devuelta por no corresponder al organismo,2015-02-27T00:00:00-03:00,27/02/2015,Sec. De Coord. Y Coop. Internacional
293.0,381,MRE,Cerrado en plazo,Ministerio de Relaciones Exteriores y Comercio Intern. y Culto,EXPE-MRE:4001/2015,Formulario Voluntario de Solicitud de Información,Mesa General de entradas,M. de Relaciones Exteriores Comercio Internacional y Culto,2015-02-03T00:00:00-03:00,2/3/2015,2015-02-03T00:00:00-03:00,2/3/2015,Docente/Investigador,Se solicita se informen estadisticas sobre trata de personas en argentina y en el resto del mundo. Discriminado por trata laboral y trata sexual. ,"Información Estadística, Informes, Estudios e Investigaciones Oficiales",Sec. de Coord. y Coop. Internacional,En el plazo de 10 días,Por carta,Brindó la información,2015-02-12T00:00:00-03:00,12/02/2015,Sec. De Coord. Y Coop. Internacional
294.0,382,MRE,Cerrado en plazo,Ministerio de Relaciones Exteriores y Comercio Intern. y Culto,EXPE-MRE:4862/2015,Nota,Mesa General de entradas,M. de Relaciones Exteriores Comercio Internacional y Culto,2015-02-09T00:00:00-03:00,2/9/2015,2015-02-09T00:00:00-03:00,2/9/2015,Medios de comunicación,"Se solicita una copia completa del ""acuerdo de cooperación entre el Gobirno de la República Argentina y el Gobierno de la República Popular China sobre la Construcción, Establecimiento y la Operación de una estación de espacio Lejano de Chinaen la Provincia de Neuquen, Argentina, en el Marco del Programa Chino de Exploración de la Luna; suscrito el 23 de abril de 2014.",Información político - institucional,Sec. de Coord. y Coop. Internacional,En el plazo de 10 días,Por carta,Brindó la información,2015-02-12T00:00:00-03:00,12/02/2015,Sec. De Coord. Y Coop. Internacional
295.0,383,MRE,Cerrado en plazo,Ministerio de Relaciones Exteriores y Comercio Intern. y Culto,EXPE-MRE:5339/2015,Nota,Mesa General de entradas,M. de Relaciones Exteriores Comercio Internacional y Culto,2015-02-11T00:00:00-03:00,2/11/2015,2015-02-11T00:00:00-03:00,2/11/2015,Medios de comunicación,"Se solicita se informen la cantidad de sumarios administrativos abiertos en los años 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013 y 2014. indicar motivo , tema y su estado. Y discriminar la cantidad de sumarios de acuerdocon la sede diplomática de la que forma parte.","Control, Auditoría, Denuncias",Sec. de Coord. y Coop. Internacional,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-03-13T00:00:00-03:00,13/03/2015,Sec. De Coord. Y Coop. Internacional
